# Urdu word -> Roman spelling, from the aligned region of
# Roman-Urdu-Parl. Built by scripts/build_translit_dict.py (ADR-014).
# Do not rebuild from the whole corpus: 90% of it is misaligned.
urdu	roman
نیگرو	negro
نیں	nin
نیے	nie
نے	ne
نےتقریبا	ismael
نےراولپنڈی	ne
نےروزنامہ	ne
نےزید	ne
نےسعید	ne
نےصالح	ne
نےعرض	ne
نےفرمایا	ne
نےمرکز	ne
نےکوئی	ne
هاشم	haashim
و	o
وآبرو	vaabro
وآلہ	wa-alehe
وئر	vyr
وئی	woi
وئیر	wear
وئے	vye
وا	wa
واؤ	wao
وائر	vayr
وائرس	virus
وائرسز	vireses
وائرسوں	vayrson
وائرل	vayrl
وائرلیس	vayrlis
وائرنگ	vayrng
وائز	mein
وائزمین	vayzmin
وائس	wise
وائسرائے	viceroy
وائل	waile
وائلن	violin
وائلڈ	wild
وائن	wine
وائنر	whiner
وائٹ	white
وائٹل	vital
وائڈ	wide
وائی	y
وائیس	vayis
وائیٹ	white
وائے	why
وابستگی	wabastagi
وابستہ	wabsta
وابسطہ	vaabasta
واثق	wasiq
واج	wajj
واجب	wajib
واجبات	vajbat
واجبی	wajibi
واجد	vajd
واجداد	wajdad
واجپئی	vajpyi
واجپائی	bahari
واجہ	vaj_h
واحد	wahid
واحدانیت	wahdaniyat
واحدہ	wahdahu
واحدی	vahdi
واخان	vakhan
وادئ	vady
وادب	vadb
وادی	waadi
وادیاں	wadiyaan
وادیب	vadib
وادیوں	vadyon
وار	waar
وارانسی	varansi
وارانہ	waranah
وارث	waris
وارثوں	varson
وارثی	varsi
وارد	warid
واردات	waardaat
وارداتوں	wardaton
وارداتیں	vardatin
وارز	varz
وارسا	varsa
وارفتگی	varftgi
وارفیئر	warfare
وارمنگ	varmng
وارن	warn
وارنر	warner
وارننگ	warning
وارنٹ	warrant
وارنہ	vaarna
واروک	varok
وارڈ	ward
وارڈوں	vardon
وارہ	warih
واری	vari
واریت	wariyat
واسط	vast
واسطہ	vaastaa
واسطی	vasti
واسطے	wastay
واسلام	wassalaam
واسو	vaso
واسکوڈے	vaskode
واسی	wase
واسے	wasay
واشنگٹن	vashngtn
واشگاف	vashgaf
واصل	wasil
واضح	wazeh
واضخ	vazkh
واضع	wazay
واطوار	vatwar
واعظ	waiz
وافر	waafar
واقع	waqay
واقعا	waqea
واقعات	waqeat
واقعاتی	vaqaati
واقعتا	vaqata
واقعہ	waqea
واقعۂ	waqea
واقعی	waqai
واقعیت	wakiyat
واقعے	waqeye
واقف	waaqif
واقفیت	waqfiyat
وال	wall
والا	wala
والاایک	valaayk
والاہے	valahe
والجماعت	wa-aljamaat
والد	waalid
والدہ	walida
والدۂ	walida
والدین	walidain
والس	wales
والسلام	yeh
واللہ	wallah
والنہایہ	wa-al-nahaya
والو	walo
والوں	walon
والي	wali
والٹ	walit
والٹر	valter
والٹن	valtn
والڈ	wild
والڑیا	valrhya
والک	valk
والہ	valh
والہانہ	walehana
والی	wali
والیاں	waleyan
والیوں	valyon
والے	walay
وام	vam
وان	won
وانا	wana
وانصاف	vansaf
وانک	waank
وانگ	vang
وانی	vanee
وانے	vane
واویلا	waweela
واٹ	what
واٹر	water
واپس	wapas
واپسی	wapsi
واپڈا	vapda
واچ	watch
واڈیا	vadya
واڑا	warra
واڑہ	varh_h
واڑی	wari
واک	walk
واکر	vakr
واکس	walks
واگو	vago
واں	wahn
واہ	wah
واہلہ	wahla
واہموں	waahmon
واہمہ	wahima
واہمے	wahemy
واہن	vahn
واہٹ	waht
واہگہ	vahg_h
واہی	waahi
وبا	waba
وباؤں	vbaon
وبائی	wabai
وبال	wabaal
وبرداشت	vbrdasht
وبیرون	vbiron
وبیش	vbish
وبیم	vbim
وبے	wabay
وت	wat
وتدبر	vtdbr
وتر	vitar
وترقی	vtrqi
وتکفین	vtkfin
وتھ	vth
وتی	vti
وتے	watay
وثقافت	vsqaft
وثقافتی	vsqafti
وثوق	wusooq
وج	wij
وجئے	vjye
وجان	wajan
وجاہت	wajahat
وجد	wajad
وجدان	wajdan
وجدانی	wajdani
وجدانیت	wajdaniat
وجدی	vjdi
وجزر	vjzr
وجو	wuju
وجوار	wa-jawar
وجوب	wujoob
وجود	wujood
وجودیت	wajodiat
وجوھات	vjohat
وجوہ	wajoh
وجوہات	wajohaat
وجہ	wajah
وجہد	vj_hd
وجہہ	wijh
وجۂ	wajah
وجی	vji
وجیا	vjya
وجیہ	wajiha
وجیہہ	wajiha
وجے	vijay
وحدانیت	wahdaniyat
وحدت	wahdat
وحدتوں	vhdton
وحدہ	wahdah
وحدۃ	wahdah
وحدیث	vhdis
وحشت	wehshat
وحشی	wehshi
وحشیانہ	wehshiana
وحمل	vhml
وحی	wahi
وحید	vhid
وحیدالدین	vhidaldin
وخواتین	vkhwatin
ود	with
وداع	vidaa
وداعی	widai
ودھائی	vdhayi
ودھی	vadhi
ودۂ	vd_h
ودیا	widya
ودیعت	vdiat
ودیعہ	wadia
ور	war
ورا	vra
ورائٹی	waraiti
ورائے	vraye
وراثت	waarsat
وراثتا	warasatan
وراثتی	vrasti
ورانہ	warana
ورب	verb
ورتھ	worth
ورثا	vrsa
ورثوں	vrson
ورثہ	virsa
ورثے	virsay
ورج	virg
ورجل	virgil
ورجن	virgin
ورجینا	vrjina
ورجینیا	virginia
ورد	vird
وردان	wardan
وردھنے	poora
وردہ	werda
وردی	wardi
وردیاں	vrdyan
وردیغہ	aasam
ورزش	werzish
ورزی	warzi
ورزیاں	varziyan
ورزیوں	vrzyon
ورسائل	vrsayl
ورسائے	vrsaye
ورسٹی	vrsti
ورشن	vrshn
ورشپ	worship
ورطہ	warta
ورغلا	vrghla
ورفت	waraft
ورق	waraq
ورقہ	warqa
ورقی	warqi
ورلڈ	world
ورم	waram
ورما	verma
ورمونٹ	vrmont
ورنر	vrnr
ورنہ	warna
ورود	warood
ورودھ	virodh
وروں	vron
ورچوئل	vrchoyl
ورڈ	word
ورژن	version
ورک	work
ورکر	worker
ورکرز	workers
ورکس	works
ورکشاپ	workshop
ورکشاپس	vrkshaps
ورکشاپیں	tarbiati
ورکنگ	working
ورکوں	vrkon
وری	wari
ورید	vareed
ورے	viry
وز	vz
وزات	vzat
وزار	vzar
وزارت	wizarat
وزارتوں	wazaraton
وزارتی	wazarti
وزارتیں	wazarten
وزاری	vzari
وزرا	wuzra
وزراء	wazraa
وزرائے	wazraye
وزرات	vzrat
وزن	wazan
وزنی	wazni
وزٹ	visit
وزٹنگ	visiting
وزڈن	vzdn
وزی	vzi
وزیر	wazeer
وزیرآباد	vziraabad
وزیراعطم	wazeer-e-aazam
وزیراعظم	wazeer
وزیراعظموں	vziraazmon
وزیراعلی	kisi
وزیرداخلہ	vzirdakhlh
وزیرستان	waziristan
وزیرستانی	vzirstani
وزیرعلی	vzirali
وزیروں	vziron
وزیری	vziri
وزیٹر	vzitr
وزیٹنگ	visiting
وس	wis
وسائل	wasail
وسائی	vsayi
وساطت	wasatat
وسال	vsal
وسامان	vsaman
وستو	vastu
وسزا	vsza
وسط	wast
وسطی	wasti
وسعت	wusat
وسعتوں	vus-aton
وسل	whistle
وسلامتی	vslamti
وسلم	wasallam
وسنت	vasant
وسوسوں	waswason
وسوسہ	waswasa
وسوسے	was
وسيع	wasee
وسٹ	wist
وسٹا	vista
وسکونسن	vskonsn
وسیب	ke
وسیح	waseh
وسیع	wasee
وسیلہ	waseela
وسیلۂ	waseela
وسیلے	waselay
وسیم	vsim
وش	wish
وشال	vishal
وشام	vsham
وشاکھا	vshakha
وشتم	washtam
وشفاف	vshfaf
وشمار	vshmar
وشنو	vshno
وشنید	vshnid
وشو	vsho
وشوا	vshwa
وشوق	vshoq
وصال	visale
وصف	wasf
وصفائی	vsfayi
وصفی	wasfi
وصل	wasal
وصوبائی	vsobayi
وصورت	vsort
وصول	wusool
وصولی	vasuli
وصی	wasii
وصیت	wasiyat
وصیلہ	vaseela
وضاحت	wazahat
وضاحتی	vzahti
وضاحتیں	wazahaten
وضبط	vzbt
وضح	waza
وضع	waza
وضعی	wazi
وضو	wudu
وضوابط	vzwabt
وطالبات	vtalbat
وطن	watan
وطنوں	vtnon
وطنی	watni
وطنیت	watniyat
وطیرہ	wataira
وظائف	vzayf
وظیفہ	wazifa
وظیفے	wazifay
وعدوں	wadon
وعدہ	wada
وعدے	waday
وعشرت	vashrt
وعظ	waaz
وعظمت	vazmt
وعلیکم	ke
وعیال	vayal
وعید	vayd
وغارت	vghart
وغریب	vghrib
وغصہ	vghsh
وغضب	vghzb
وغيرہ	waghera
وغیر	wagher
وغیرہ	waghera
وفا	wafa
وفائی	wafai
وفات	wafaat
وفادار	wafadar
وفاداروں	vfadaron
وفاداری	wafadaari
وفاداریاں	wafadaariyan
وفاق	wifaq
وفاقی	wifaqi
وفد	wafad
وفر	vfr
وفعل	vfal
وفقہ	vfqh
وفنون	vfnon
وفود	wafood
وفور	wafoor
وفکر	vfkr
وفکری	vfkri
وق	waq
وقائع	vqaya
وقار	waqar
وقاص	waqas
وقت	waqt
وقتا	waqtan
وقتوں	waqton
وقتی	waqti
وقتیکہ	vqtik_h
وقر	waqer
وقع	vqa
وقعت	waqat
وقعہ	vqah
وقف	waqf
وقفوں	waqfon
وقفہ	waqfa
وقفے	waqfay
وقوع	wuqoo
وقوعہ	waqooa
وقوف	waqoof
وقوفی	waqoofi
وقیع	aik
ول	will
ولا	wla
ولاد	vlad
ولادت	wiladat
ولادمير	vladmir
ولادیمیر	vladimir
ولاز	vlaz
ولاس	vlas
ولاچیا	vlachya
ولایت	wilayat
ولد	wald
ولز	vlz
ولس	wills
ولسن	vlsn
ولعل	vlal
ولن	vln
ولندیزی	walandezi
ولندیزیوں	vlndizyon
ولولہ	walwalah
ولولۂ	walwalah
ولولے	walwalay
ولکنز	vlknz
ولی	walii
ولیج	vlij
ولید	waleed
ولیعہد	vliahd
ولیم	william
ولیمز	villiams
ولیوں	walyoon
ولیڈ	vlid
ولیکا	vlika
ولیہ	walia
ولے	vle
وم	wim
ومالی	vmali
ومبلڈن	wambildon
ومحبت	vmhbt
ومذہبی	vmzhbi
ومقاصد	vmqasd
وملت	vmlt
ومنزلت	vmnzlt
ومکان	vmkan
ون	one
ونا	vna
ونائیک	vnayik
ونادر	vnadr
ونجھلی	vnjhli
وند	vand
ونسق	wansaq
ونسلٹ	vnslt
ونسٹن	vnstn
ونش	vnsh
ونشریات	vnshryat
ونشی	vnshi
ونما	vnma
ونو	vno
ونواح	vnwah
ونود	winod
ونٹر	winter
ونچسٹر	wanchister
ونچی	vnchi
ونڈ	wind
ونڈسر	vndsr
ونڈو	window
ونڈوز	vndoz
ونڈی	windy
ونکی	winky
ونگ	wing
ونگز	wings
ونی	wani
وه	woh
وو	vo
وولف	volf
وولفووٹز	volfvotz
وولمر	volmr
وولوز	voloz
وولٹ	wolet
وولٹیج	voltage
وولپرٹ	volprt
وومن	vomn
وومین	vomin
وومینز	womens
وون	von
وونگ	vong
ووٹ	vote
ووٹر	votr
ووٹرز	votrz
ووٹروں	votoron
ووٹنگ	votng
ووٹوں	voton
ووڈ	wood
ووڈز	vodz
ووڈلینڈ	woodland
ووکر	vokr
ووکٹیں	voktin
ووکیشنل	vocitionl
ووگ	vogue
ووہرہ	vohrh
وویک	voyk
ويتنامی	vitnami
ويد	vid
ويک	wake
ويں	win
وٹ	wht
وٹا	vta
وٹامن	vitamin
وٹس	wts
وٹن	vuitton
وٹو	wattu
وپ	vp
وپازیلا	mehdi
وپر	vpr
وچ	vich
وچوبند	vchobnd
وڈ	would
وڈال	vdal
وڈیرے	vdire
وڈیو	video
وڈیوز	vdyoz
وڈے	wadday
وڑ	vrh
وڑائچ	waraich
وژن	vision
وک	wick
وکار	vkar
وکالت	waqalat
وکامرانی	vkamrani
وکتابت	vktabt
وکراما	vkrama
وکرم	vkrm
وکشمیر	vkshmir
وکلا	wukla
وکلاء	wukla
وکنار	vknar
وکٹ	wicket
وکٹری	victory
وکٹوریا	vktorya
وکٹوریہ	wiktoria
وکٹوں	wicketon
وکٹیں	wickten
وکی	wiki
وکیل	wakeel
وکیلاں	vkilan
وکیلوں	vkilon
وکیپیڈيا	wikipedia
وکیپیڈیا	wikipedia
وگ	vig
وگر	wagar
وگرنہ	wagerna
وگن	vgn
وں	vn
وھاں	vhan
وھی	vhi
وھیل	whale
وہ	woh
وہائٹ	white
وہائٹس	vhayts
وہاب	wahab
وہابی	wahabi
وہاج	vhaj
وہاڑی	vharhi
وہاں	wahan
وہبی	wahbi
وہم	vahm
وہمی	vehmy
وہند	vhnd
وہي	wohi
وہگ	whig
وہی	wohi
وہیل	wheel
وہیلر	vhilr
وہیں	wahein
وی	v
ویئر	where
ویا	via
ویاس	vyas
ویانا	vyana
ویب	web
ویبسٹر	vibstr
ویت	vit
ویتا	weeta
ویتنام	vitnam
ویتنامی	vitnami
ویثرن	visron
ویجا	weja
وید	vid
ویدا	weeda
ویدوں	vidon
ویدک	widek
ویدہ	vid_h
ویدی	vidi
ویر	veer
ویرا	wira
ویرات	virat
ویرار	virar
ویران	weraan
ویرانوں	viranoon
ویرانی	weerani
ویرانے	veraney
ویراپن	virappan
ویرو	veeru
ویری	very
ویز	ways
ویزا	visa
ویزہ	visa
ویزے	ke
ویسا	waisa
ویسٹ	west
ویسٹرن	western
ویسٹمنسٹر	vistmnstr
ویسی	waisi
ویسے	waisay
ویش	weesh
ویشالی	vishali
ویل	veil
ویلا	wella
ویلاس	vilas
ویلتھ	vilth
ویلر	kaha
ویلز	wheels
ویلس	vils
ویلش	vilsh
ویلفئیر	vilfyir
ویلفیئر	mein
ویلفیر	vilfir
ویلم	vilm
ویلن	viln
ویلنٹائن	valentine
ویلنگ	vilng
ویلنگٹن	vilngtn
ویلو	vilo
ویلور	vilor
ویلڈ	valid
ویلکم	welcome
ویلی	vali
ویلیج	vilij
ویلیس	vilis
ویلیم	vilim
ویلیمز	vilimz
ویلیو	value
ویلے	vile
ویمبلڈن	vimbldn
ویمن	women
ویمنز	womens
وین	van
وینا	vina
وینزویلا	venzella
وینس	venus
وینسینٹ	vinsint
وینٹ	went
وینٹی	venti
وینکوور	vancouver
وینیزویلا	vinizoyla
ویو	view
ویواہ	vivah
ویور	waver
ویوز	waves
ویوین	vyoyn
ویٹ	weight
ویٹا	vita
ویٹرنری	vitrnri
ویٹو	vito
ویٹی	viti
ویٹیکن	vitikn
ویڈ	vid
ویڈیو	video
ویڈیوز	videos
ویژن	vision
ویژہ	wisa
ویک	wake
ویکسین	vaccine
ویکلی	weakly
ویکیا	vikya
ویکینڈ	vikind
ویگا	viga
ویگاس	wegas
ویگن	vagon
ویگنر	vignr
ویں	win
ویہ	vih
وے	way
يا	ya
يار	yaar
يافث	yafas
ياک	bakri
يز	yaz
يعني	yani
يعنی	navy
يقينی	yakeeni
يلا	yla
يلسن	ylsn
يم	yum
يمن	yemen
ين	yan
يه	yeh
يو	you
يورپ	europe
يورپی	europi
يوسفی	yosfi
يوم	yom
يونائيٹڈ	yonayitd
يونانی	yonani
يونيورسٹی	university
يونٹ	unit
يونٹوں	yonton
يوگوسلاویہ	yogoslavih
يوں	yun
يک	yak
يکتا	yaktaa
يگا	yga
يہ	yeh
يہاں	yahan
يہود	yahood
يہودی	yahodi
يہیں	yahin
١	1
١٩٧٧	1977
١٩٨٤	1984
١٩٨٦	1986
١٩٩٠	1990
٣٠٠	300
٣٢	32
ٹ	t
ٹا	ta
ٹاؤن	town
ٹاؤنز	taonz
ٹائر	tyre
ٹائرز	tayrz
ٹائرون	tayron
ٹائل	tile
ٹائلوں	taylon
ٹائم	time
ٹائمز	times
ٹائن	tayn
ٹائون	tayon
ٹائٹس	tayts
ٹائٹل	title
ٹائٹن	taytn
ٹائپ	type
ٹائپس	types
ٹائپنگ	typing
ٹائپوگرافی	typography
ٹائی	tie
ٹائیفائڈ	typhoid
ٹائیم	tayim
ٹائیٹل	tittle
ٹائیٹن	titan
ٹائیکو	taikoo
ٹائیگر	tiger
ٹائیگرز	tayigrz
ٹائیں	tayin
ٹار	tar
ٹارزن	tarzan
ٹارچ	torch
ٹارگٹ	target
ٹاس	toss
ٹاسک	task
ٹال	taall
ٹالبوٹ	talbot
ٹالسٹائی	talstayi
ٹالنے	taalnay
ٹالپر	talpr
ٹالے	talaay
ٹام	tam
ٹامک	tamak
ٹامی	tami
ٹانک	taank
ٹانکے	tankay
ٹانگ	taang
ٹانگوں	tangon
ٹانگیں	tangen
ٹاور	tower
ٹاورز	towers
ٹاوروں	tavron
ٹاون	tavn
ٹاٹ	taat
ٹاٹا	tata
ٹاپ	taap
ٹاپو	taapu
ٹاک	talk
ٹاکی	taaki
ٹبی	tbi
ٹخنہ	takhna
ٹخنے	takhnay
ٹر	tarrrrr
ٹراؤزر	traozr
ٹراؤٹ	trauot
ٹرائبل	traybl
ٹرائل	trial
ٹرائی	try
ٹرائے	traye
ٹرافک	trafik
ٹرافی	trophy
ٹرالرز	tralrz
ٹرالروں	tralron
ٹرالی	trali
ٹرالیاں	tralyan
ٹرام	tram
ٹرانزسٹر	tranzstr
ٹرانزٹ	transit
ٹرانزیکشن	tranzikshn
ٹرانس	trans
ٹرانسفر	transfer
ٹرانسلیشن	translishn
ٹرانسمیٹر	transmitter
ٹرانسپورٹ	tansport
ٹرانسپیرنسی	transpirnsi
ٹرانسکرپٹ	transkrpt
ٹراپيکل	trapikl
ٹربیونل	tribunal
ٹرسٹ	trust
ٹرسٹی	trsti
ٹرلین	trillion
ٹرمز	terms
ٹرمینل	terminal
ٹرن	turn
ٹرنر	turner
ٹرنٹ	trnt
ٹرنک	trnk
ٹروجن	trojn
ٹرومین	tromin
ٹروپیکل	tropical
ٹرپل	triple
ٹرک	truck
ٹرکش	trksh
ٹرکوں	trkon
ٹرکی	trki
ٹری	tree
ٹریبونل	tribunal
ٹریجڈی	trijdi
ٹریس	trees
ٹریسا	terissa
ٹریسی	trisi
ٹریفرڈ	treford
ٹریفک	traffic
ٹریلر	trailor
ٹریلین	trilion
ٹریمبل	tremble
ٹرین	train
ٹرینر	trinr
ٹریننگ	trinng
ٹرینوں	trinon
ٹرینٹ	trint
ٹرینٹی	trinti
ٹرینگ	tring
ٹرینی	trini
ٹرینیڈاڈ	trinidad
ٹرینیں	trinin
ٹریوس	truce
ٹریول	travel
ٹریٹ	treat
ٹریٹمنٹ	treatment
ٹریٹی	triti
ٹریڈ	trade
ٹریڈنگ	trading
ٹریژر	trisr
ٹریژری	trisri
ٹریک	track
ٹریکس	triks
ٹریکٹر	tracktor
ٹریکٹرز	triktrz
ٹرے	tre
ٹس	ts
ٹشو	tissue
ٹفن	tfn
ٹل	tal
ٹلنے	talnay
ٹلی	talli
ٹم	tim
ٹماٹر	timatar
ٹمبر	tmbr
ٹمن	tamman
ٹموتھی	tmothi
ٹمپریچر	tmprichr
ٹمپل	tmpl
ٹن	tan
ٹندو	tndo
ٹنل	tnl
ٹنوں	tanoon
ٹنڈرا	tandra
ٹنڈو	tndo
ٹنڈوالہ	tndwalh
ٹنڈولکر	tndolkr
ٹنکی	tanki
ٹنکیوں	tnkyon
ٹنگمرگ	tngmrg
ٹو	two
ٹوئن	toin
ٹوئنٹی	twenty
ٹوئٹر	twitter
ٹوئیاں	toiyan
ٹوانہ	twanh
ٹوباگو	tobago
ٹوبہ	toba
ٹوتھ	toth
ٹور	tour
ٹورازم	torazm
ٹورانٹو	toronto
ٹورزم	torzm
ٹورس	towars
ٹورنامنٹ	tournament
ٹورنامنٹس	tornamnts
ٹورنامنٹوں	tornamnton
ٹورنيڈو	tornido
ٹورنٹو	toronto
ٹورنیڈو	tornido
ٹورونٹو	toronto
ٹوری	tori
ٹوریج	torij
ٹوریوں	toryon
ٹول	tool
ٹولز	tolz
ٹولہ	tolh
ٹولی	touli
ٹولے	tolay
ٹوم	tom
ٹومارو	tomorrow
ٹوماہاک	tomahak
ٹومب	tomb
ٹومبی	tombi
ٹومی	tomi
ٹون	tone
ٹونائٹ	tonite
ٹونامنٹ	tonamnt
ٹونٹی	twenty
ٹونک	tonic
ٹونکل	tonkl
ٹونگا	tonga
ٹونی	toni
ٹونے	tone
ٹوٹ	toot
ٹوٹا	toota
ٹوٹتا	toot-ta
ٹوٹتی	tuutatii
ٹوٹتے	toot-te
ٹوٹل	total
ٹوٹنا	tootna
ٹوٹنگ	totng
ٹوٹنے	totnay
ٹوٹو	toto
ٹوٹی	tooti
ٹوٹیں	tooten
ٹوٹے	tootay
ٹوپی	topi
ٹوپیاں	topian
ٹوپیوں	topyon
ٹوچی	tochi
ٹوڈ	tod
ٹوڈے	today
ٹوک	toak
ٹوکا	toka
ٹوکتا	tokta
ٹوکری	tokri
ٹوکریاں	tokrian
ٹوکریوں	tokryon
ٹوکن	token
ٹوکیو	tokyo
ٹوکے	toke
ٹوگو	togo
ٹوین	toyn
ٹوینٹی	twenty
ٹویوٹا	toyota
ٹویٹر	twitter
ٹيسٹ	test
ٹيلي	tally
ٹينک	tank
ٹيکنالوجی	technology
ٹٹو	tattu
ٹٹولتے	tatoltay
ٹپکتا	tpkta
ٹپکتی	tpkti
ٹپکتے	tapaktay
ٹپکنے	tapaknay
ٹپکی	tapki
ٹپکے	tpke
ٹپہ	tappa
ٹچ	touch
ٹڈی	tiddi
ٹک	tik
ٹکا	tika
ٹکر	takkar
ٹکرا	takra
ٹکراؤ	takrao
ٹکرائی	tkrayi
ٹکرائے	tkraye
ٹکراتی	takrata
ٹکراتے	takrate
ٹکرانا	takrana
ٹکرانے	takaraane
ٹکرايا	takarya
ٹکرایا	takarya
ٹکروں	tukro
ٹکرے	tukray
ٹکسال	taksaal
ٹکسالی	tksali
ٹکنالوجی	tknaloji
ٹکٹ	ticket
ٹکٹوں	ticketon
ٹکٹیں	tktin
ٹکڑا	tukda
ٹکڑوں	tukron
ٹکڑی	tukri
ٹکڑے	tukre
ٹکہ	tk_h
ٹکیاں	tikian
ٹکیہ	tikia
ٹھ	th
ٹھا	tha
ٹھان	thaan
ٹھانی	thaani
ٹھانے	thanay
ٹھاٹ	thaat
ٹھاٹھ	thaath
ٹھاٹھیں	thathen
ٹھاک	thaak
ٹھاکر	thakur
ٹھاکرہ	thakrh
ٹھاکرے	thakre
ٹھرا	thera
ٹھراؤ	thayrao
ٹھراتے	thrate
ٹھرانے	tharanay
ٹھرے	thery
ٹھل	thl
ٹھن	thn
ٹھنا	thana
ٹھنڈ	thand
ٹھنڈا	thanda
ٹھنڈک	thandak
ٹھنڈی	thandhi
ٹھنڈیانی	thndyani
ٹھنڈے	thanday
ٹھنی	tehni
ٹھوس	thos
ٹھوڑا	thorha
ٹھوڑی	thorhee
ٹھوکر	thokar
ٹھٹھکا	ththka
ٹھٹھہ	thatta
ٹھٹھے	thathay
ٹھٹہ	thatta
ٹھپ	thap
ٹھپا	thappa
ٹھپہ	thp_h
ٹھک	thuk
ٹھکانوں	thikanon
ٹھکانہ	khufia
ٹھکانے	thikaane
ٹھکرا	thukra
ٹھکرائے	tukarhe
ٹھکرادی	thkradi
ٹھکرانے	thukrane
ٹھکرایا	thukraya
ٹھگ	thag
ٹھگوں	thagon
ٹھہر	thehr
ٹھہرا	thehra
ٹھہراؤ	thehrao
ٹھہرائیں	th_hrayin
ٹھہرائے	thehraye
ٹھہراتا	th_hrata
ٹھہراتے	th_hrate
ٹھہرانا	thehrana
ٹھہرایا	thehraya
ٹھہرتا	tharta
ٹھہرتی	thahartii
ٹھہرتے	th_hrte
ٹھہرنا	theharna
ٹھہرنے	theharnay
ٹھہری	thahri
ٹھہریں	thareen
ٹھہرے	thehray
ٹھی	thhi
ٹھیرے	thire
ٹھیس	thais
ٹھیلوں	thelon
ٹھیٹر	theater
ٹھیک	theek
ٹھیکا	theika
ٹھیکہ	thaika
ٹھیکیدار	thaikaydaar
ٹھیکیداروں	aur
ٹھیکے	thekay
ٹہر	t_hr
ٹہرا	tehra
ٹہراؤ	tehrao
ٹہراتے	t_hrate
ٹہرایا	t_hraya
ٹہرنے	t_hrne
ٹہری	theyre
ٹہرے	t_hre
ٹہل	tehel
ٹہلا	tehla
ٹہلتا	tehelta
ٹہنی	tehni
ٹہنیا	tehniyan
ٹہنیوں	tehnion
ٹی	tea
ٹیب	tib
ٹیبل	table
ٹیرر	terror
ٹیری	tiri
ٹیس	tees
ٹیسٹ	test
ٹیسٹنگ	testing
ٹیسٹی	tasty
ٹیشن	tishn
ٹیشو	tisho
ٹیفکیٹ	tifkit
ٹیلر	tilr
ٹیلرز	tilrz
ٹیلنٹ	talent
ٹیلوں	teelon
ٹیلویژن	tiloysn
ٹیلکم	tilkm
ٹیلہ	teela
ٹیلی	tally
ٹیلیفون	telephone
ٹیلیوژن	television
ٹیلیویژن	television
ٹیلیگراف	tele-garaph
ٹیلے	teele
ٹیم	team
ٹیمز	timz
ٹیمون	timon
ٹیموں	teamon
ٹیمپا	timpa
ٹیمپر	temper
ٹیمپل	temple
ٹیمی	timi
ٹیمیں	temen
ٹین	teen
ٹینا	tina
ٹینس	tennis
ٹینسی	tinsi
ٹینشن	tension
ٹینڈا	teenda
ٹینڈر	tender
ٹینک	tank
ٹینکروں	tinkron
ٹینکوں	tinkon
ٹینی	teeny
ٹینیسی	tinisi
ٹیوب	tube
ٹیوزڈے	tyozde
ٹیوشن	tution
ٹیولپ	tyolp
ٹیونز	tutor
ٹیوٹ	tute
ٹیوٹر	tutor
ٹیوڈر	tyodr
ٹیوی	tyoy
ٹیٹ	tit
ٹیٹو	tytu
ٹیپ	tape
ٹیپس	tips
ٹیپو	tipu
ٹیچر	teacher
ٹیڈ	taid
ٹیڈی	tidi
ٹیڑھا	terha
ٹیڑھی	tedhi
ٹیڑھے	tirhhe
ٹیک	take
ٹیکا	teeka
ٹیکر	tikr
ٹیکس	tax
ٹیکساس	texas
ٹیکسلا	tiksla
ٹیکسوں	taxon
ٹیکسٹ	text
ٹیکسٹائل	textile
ٹیکسی	taxi
ٹیکسیاں	texian
ٹیکسیشن	tiksishn
ٹیکسیوں	tiksyon
ٹیکنا	teekna
ٹیکنالوجی	technology
ٹیکنالوجیز	tiknalojiz
ٹیکنو	tikno
ٹیکنولوجی	tiknoloji
ٹیکنوکریٹس	tiknokrits
ٹیکنک	tiknk
ٹیکنیشن	tiknishn
ٹیکنیکل	technical
ٹیکنے	tikne
ٹیکوں	tikon
ٹیکہ	teeka
ٹیکے	teekay
ٹیگ	tig
ٹیگرٹ	tigrt
ٹیگور	tigor
ٹیں	tin
ٹے	te
پ	pay
پئی	pyi
پئیں	pyin
پئے	piye
پا	pa
پاؤ	pao
پاؤل	paol
پاؤلو	paolo
پاؤنڈ	pound
پاؤنڈز	pounds
پاؤڈر	powder
پاؤں	paon
پائدار	paidaar
پائدان	paidaan
پائریٹس	payrits
پائل	payal
پائلٹ	pilot
پائلٹس	paylts
پائلٹوں	paylton
پائلی	paili
پائن	pine
پائندہ	paindah
پائو	payo
پائونڈ	payond
پائپ	pipe
پائی	payi
پائیدار	paidaar
پائیداری	paedaari
پائیدان	payidan
پائیل	paill
پائیلٹ	payilt
پائیو	paiyu
پائیک	payik
پائیں	payen
پائے	paye
پابلو	pablo
پابند	paband
پابندی	pabandi
پابندیاں	pabandiyan
پابندیوں	pabandion
پابہ	pab_h
پابی	pabi
پات	paat
پاتا	paata
پاتال	pataal
پاتھ	path
پاتی	paati
پاتیں	patin
پاتے	paate
پاجامہ	pajama
پاجامے	pajamay
پاجی	pajee
پاخانہ	pakhana
پاداش	padaash
پادری	paadri
پادریوں	padrion
پادشاہ	padasha
پار	paar
پارا	para
پاراچنار	parachinar
پارتھیا	parthiya
پارس	paras
پارسا	paarsa
پارسائی	paarsai
پارسی	paarsi
پارسیوں	parsyon
پارلمینٹ	parlmint
پارلیمان	parliman
